Chest_x,Chest_y,Chest_z,Neck_x,Neck_y,Neck_z,Rhip_x,Rhip_y,Rhip_z,Rknee_z,Rankle_x,Rankle_y,Rankle_z,Rshoulder_x,Rshoulder_y,Rshoulder_z,Relbow_z,Lhip_x,Lhip_y,Lhip_z,Lknee_z,Lankle_x,Lankle_y,Lankle_z,Lshoulder_x,Lshoulder_y,Lshoulder_z,Lelbow_z,Safety_Score
-53.86,-80.21,99.12,-106,-64.17,169.6,-67.04,-75.06,91.1,91.1,0.57,-40.68,-0.57,-96.83,-48.7,105.42,101.99,-81.93,-65.32,102.56,-39.53,-143.81,-71.62,-122.04,159.86,-71.05,-107.72,-107.72,0.75
-55,-80.21,100.27,-106,-63.6,169.02,-67.04,-75.06,91.1,91.1,0.57,-40.11,-0.57,-97.4,-48.13,105.42,101.99,-83.65,-65.32,103.71,-43.54,-142.67,-70.47,-122.61,159.28,-71.05,-107.72,-107.72,0.75
-55.58,-80.21,101.41,-105.42,-63.03,169.02,-67.04,-75.06,91.67,91.67,0,-38.96,0,-97.4,-47.56,106,102.56,-84.8,-65.32,104.85,-46.41,-142.09,-70.47,-123.19,159.28,-71.05,-107.14,-107.14,0.75
-56.72,-80.21,102.56,-105.42,-63.03,169.02,-67.61,-75.06,91.67,91.67,0,-38.39,0,-97.98,-47.56,106.57,102.56,-85.37,-65.32,106,-49.85,-141.52,-69.9,-123.19,158.71,-71.05,-107.14,-107.14,0.75
-57.87,-79.64,103.71,-105.42,-62.45,169.02,-67.61,-75.06,92.25,92.25,0,-38.39,0,-98.55,-46.98,106.57,102.56,-86.52,-64.74,107.14,-54.43,-140.37,-68.75,-124.33,158.71,-71.05,-106.57,-106.57,0.75
-58.44,-79.64,104.85,-104.85,-61.88,169.02,-67.61,-75.06,92.25,92.25,0,-38.39,0,-98.55,-46.41,107.14,102.56,-87.66,-64.74,108.29,-58.44,-139.8,-68.75,-124.33,158.71,-71.05,-106.57,-106.57,0.75
-59.59,-79.64,105.42,-104.85,-61.31,169.02,-67.61,-75.06,92.82,92.82,0,-38.39,0,-99.12,-45.84,107.14,103.13,-88.24,-64.74,109.43,-61.88,-139.8,-68.18,-124.33,158.71,-71.62,-106.57,-106.57,0.75
-60.16,-79.07,106.57,-104.28,-61.31,169.02,-67.61,-75.06,92.82,92.82,0,-38.39,0,-99.12,-45.84,107.72,103.13,-88.81,-64.74,110.01,-64.74,-139.23,-67.61,-124.33,158.71,-71.62,-106,-106,0.75
-61.31,-79.07,107.72,-104.28,-60.73,169.02,-67.04,-75.06,92.82,92.82,0,-38.39,0,-99.69,-45.26,107.72,103.13,-89.95,-64.74,110.58,-67.61,-139.23,-67.61,-124.33,158.14,-71.62,-106,-106,0.75
-61.88,-79.07,108.86,-104.28,-60.16,169.02,-67.04,-75.06,92.25,92.25,0,-38.39,0,-100.27,-44.69,108.29,103.71,-90.53,-64.17,111.15,-70.47,-138.66,-67.04,-124.33,158.14,-71.62,-106,-106,0.75
-63.03,-79.07,109.43,-103.71,-60.16,169.02,-67.04,-74.48,92.25,92.82,0,-38.39,0,-100.27,-44.69,108.29,103.71,-91.1,-64.17,112.3,-73.91,-138.66,-66.46,-124.33,158.14,-71.62,-105.42,-105.42,0.75
-63.6,-79.07,110.58,-103.71,-59.59,168.45,-66.46,-74.48,92.25,92.25,0,-37.82,0,-100.84,-44.12,108.86,103.71,-91.67,-64.17,112.87,-77.92,-138.08,-65.89,-123.76,157.56,-71.62,-105.42,-105.42,0.75
-64.17,-78.5,111.15,-103.71,-59.01,168.45,-66.46,-74.48,92.25,92.25,0,-37.82,0,-100.84,-44.12,108.86,103.71,-92.25,-64.17,114.02,-81.93,-137.51,-65.89,-123.76,157.56,-71.62,-104.85,-104.85,0.75
-64.74,-78.5,112.3,-103.13,-59.01,168.45,-66.46,-74.48,92.25,92.25,0,-37.82,0,-101.41,-43.54,108.86,103.71,-93.39,-64.17,114.59,-86.52,-137.51,-65.32,-123.76,157.56,-71.62,-104.85,-104.85,0.75
-65.89,-78.5,112.87,-103.13,-58.44,168.45,-65.89,-74.48,92.25,92.25,0,-37.24,0,-101.41,-42.97,109.43,103.71,-93.97,-64.17,115.74,-90.53,-136.94,-64.74,-123.76,156.99,-71.62,-104.28,-104.28,0.75
-66.46,-78.5,114.02,-102.56,-57.87,168.45,-65.89,-74.48,92.25,92.25,0,-37.24,0,-101.99,-42.97,109.43,103.71,-94.54,-63.6,116.88,-95.11,-136.36,-64.17,-123.76,156.99,-71.62,-104.28,-104.28,0.75
-67.04,-78.5,114.59,-102.56,-57.87,168.45,-65.89,-73.91,92.25,92.25,0,-36.67,0,-101.99,-42.4,109.43,104.28,-95.68,-63.6,117.46,-99.12,-136.36,-63.6,-123.76,156.42,-71.62,-103.71,-103.71,0.75
-67.61,-77.92,115.74,-102.56,-57.3,168.45,-65.89,-73.91,92.82,92.82,0,-36.67,0,-102.56,-42.4,110.01,104.28,-96.26,-63.6,118.6,-103.13,-135.79,-63.03,-123.76,156.42,-71.62,-103.13,-103.13,0.75
-68.75,-77.92,116.31,-102.56,-57.3,168.45,-65.89,-73.91,92.82,92.82,0,-36.1,0,-102.56,-41.83,110.01,104.28,-97.4,-63.6,119.18,-106.57,-135.79,-62.45,-123.76,155.84,-71.62,-103.13,-103.13,0.75
-69.33,-77.92,116.88,-101.99,-56.72,168.45,-65.89,-73.91,92.82,92.82,0,-36.1,0,-103.13,-41.83,110.58,104.28,-97.98,-63.03,120.32,-110.01,-135.22,-61.88,-123.19,155.84,-71.62,-102.56,-102.56,0.75
-69.9,-77.92,118.03,-101.99,-56.72,168.45,-65.89,-73.91,92.82,92.82,0,-35.52,0,-103.13,-41.25,110.58,104.28,-98.55,-63.03,120.89,-112.87,-134.65,-61.31,-123.19,155.27,-71.62,-101.99,-101.99,0.75
-70.47,-77.35,118.6,-101.99,-56.15,168.45,-65.89,-73.91,93.39,93.39,0,-34.95,0,-103.71,-41.25,110.58,104.28,-99.12,-63.03,122.04,-115.74,-134.65,-61.31,-123.19,155.27,-71.62,-101.99,-101.99,0.75
-71.05,-77.35,119.75,-101.41,-55.58,168.45,-65.89,-73.91,93.39,93.39,0,-34.95,0,-103.71,-40.68,111.15,104.85,-99.69,-63.03,122.61,-118.03,-134.07,-60.73,-123.19,154.7,-71.62,-101.41,-101.41,0.75
-71.62,-77.35,120.32,-101.41,-55.58,168.45,-65.89,-73.34,93.39,93.39,0,-34.38,0,-104.28,-40.68,111.15,104.85,-100.84,-62.45,123.19,-120.32,-134.07,-60.16,-122.61,154.7,-71.62,-101.41,-101.41,0.75
-72.19,-77.35,120.89,-101.41,-55,168.45,-65.89,-73.34,93.39,93.39,0,-34.38,0,-104.28,-40.11,111.73,104.85,-101.41,-62.45,124.33,-122.61,-133.5,-59.59,-122.61,154.7,-71.05,-100.84,-100.84,0.75
-72.77,-77.35,121.47,-101.41,-55,169.02,-65.89,-73.34,93.39,93.39,0,-33.8,0,-104.85,-40.11,111.73,104.85,-101.99,-62.45,124.9,-124.33,-133.5,-59.59,-122.61,154.13,-71.05,-100.27,-100.27,0.75
-73.34,-76.78,122.61,-100.84,-54.43,169.02,-65.89,-73.34,93.97,93.97,0,-33.23,0,-104.85,-39.53,111.73,104.85,-102.56,-62.45,125.48,-126.05,-132.93,-59.01,-122.61,154.13,-71.05,-100.27,-100.27,0.75
-73.91,-76.78,123.19,-100.84,-54.43,169.02,-65.89,-73.34,93.97,93.97,0,-33.23,0,-104.85,-39.53,112.3,105.42,-102.56,-61.88,126.05,-127.2,-132.93,-58.44,-122.04,153.55,-71.05,-99.69,-99.69,0.75
-74.48,-76.78,123.76,-100.84,-53.86,169.02,-65.89,-73.34,93.97,93.97,0,-32.66,0,-105.42,-38.96,112.3,105.42,-103.13,-61.88,126.62,-128.92,-132.93,-58.44,-122.04,153.55,-71.05,-99.69,-99.69,0.75
-74.48,-76.78,124.33,-100.84,-53.86,169.02,-65.89,-72.77,93.97,93.97,0,-32.66,0,-105.42,-38.96,112.3,105.42,-103.71,-61.88,127.77,-130.06,-132.35,-57.87,-122.04,153.55,-71.05,-99.12,-99.12,0.75
-75.06,-76.2,124.9,-100.27,-53.29,169.02,-65.32,-72.77,93.97,93.97,0,-32.09,0,-106,-38.39,112.87,105.42,-104.28,-61.31,128.34,-131.21,-132.35,-57.3,-121.47,152.98,-71.05,-98.55,-98.55,0.75
-75.63,-76.2,125.48,-100.27,-53.29,169.02,-65.32,-72.77,93.97,93.97,0,-31.51,0,-106,-38.39,112.87,106,-104.85,-61.31,128.92,-132.93,-131.78,-56.72,-120.89,152.98,-71.05,-98.55,-98.55,0.75
-76.2,-76.2,126.05,-100.27,-52.71,169.02,-64.74,-72.77,93.39,93.39,0,-31.51,0,-106.57,-37.82,113.45,106,-105.42,-61.31,129.49,-133.5,-131.78,-56.15,-120.89,152.41,-71.05,-97.98,-97.98,0.75
-76.2,-76.2,126.62,-100.27,-52.71,169.02,-64.17,-72.19,93.39,93.39,0,-30.94,0,-107.14,-37.82,114.02,106,-106,-60.73,130.63,-134.65,-131.78,-55.58,-120.32,152.41,-71.05,-97.4,-97.4,0.75
-76.78,-76.2,127.2,-99.69,-52.14,169.6,-64.17,-72.19,92.82,92.82,0,-30.37,0,-107.14,-37.24,114.02,106.57,-106.57,-60.73,131.21,-135.79,-131.21,-55,-119.75,152.41,-71.05,-97.4,-97.4,0.75
-77.35,-75.63,127.77,-99.69,-52.14,169.6,-63.6,-72.19,92.82,92.82,0,-29.79,0,-107.72,-37.24,114.59,106.57,-107.14,-60.73,131.78,-136.36,-131.21,-54.43,-119.75,151.83,-71.62,-96.83,-96.83,0.75
-77.92,-75.63,128.34,-99.69,-51.57,169.6,-63.03,-71.62,92.82,92.82,0,-29.22,0,-107.72,-36.67,114.59,106.57,-107.72,-60.16,132.35,-137.51,-130.63,-53.86,-119.18,151.83,-71.62,-96.26,-96.26,0.75
-77.92,-75.63,128.92,-99.69,-51.57,169.6,-63.03,-71.62,92.82,92.82,0,-28.65,0,-108.29,-36.67,115.16,107.14,-108.29,-60.16,133.5,-138.08,-130.63,-53.29,-118.6,151.26,-71.62,-96.26,-96.26,0.75
-78.5,-75.63,129.49,-99.12,-50.99,169.6,-62.45,-71.62,92.25,92.25,0,-28.07,0,-108.29,-36.1,115.16,107.14,-108.86,-60.16,134.07,-138.66,-130.06,-52.71,-118.6,151.26,-71.62,-95.68,-95.68,0.75
-79.07,-75.63,130.06,-99.12,-50.99,169.6,-62.45,-71.62,92.25,92.25,0,-27.5,0,-108.86,-36.1,115.74,107.14,-109.43,-59.59,134.65,-139.23,-130.06,-52.14,-118.03,150.69,-71.62,-95.11,-95.11,0.75
-79.07,-75.06,130.63,-99.12,-50.42,169.6,-62.45,-71.05,92.25,92.25,0,-26.93,0,-108.86,-35.52,115.74,107.72,-110.01,-59.59,135.22,-139.8,-129.49,-52.14,-118.03,150.69,-71.62,-95.11,-95.11,0.75
-79.64,-75.06,131.21,-99.12,-50.42,170.17,-61.88,-71.05,92.25,92.25,0,-26.36,0,-109.43,-35.52,116.31,107.72,-110.58,-59.59,135.79,-140.37,-129.49,-51.57,-117.46,150.69,-71.62,-94.54,-94.54,0.75
-79.64,-75.06,131.78,-99.12,-49.85,170.17,-61.88,-71.05,92.25,92.25,0,-25.78,0,-109.43,-34.95,116.31,107.72,-110.58,-59.01,136.36,-140.95,-129.49,-50.99,-116.88,150.69,-71.62,-94.54,-93.97,0.75
-80.21,-75.06,132.35,-98.55,-49.85,170.17,-61.31,-70.47,91.67,91.67,0,-25.21,0,-110.01,-34.95,116.88,108.29,-111.15,-59.01,137.51,-140.95,-128.92,-50.42,-116.88,150.11,-71.62,-93.97,-93.97,0.75
-80.79,-74.48,132.93,-98.55,-49.27,170.17,-61.31,-70.47,91.67,91.67,0,-24.64,0,-110.01,-34.95,116.88,108.29,-111.73,-59.01,138.08,-141.52,-128.92,-49.85,-116.31,150.11,-71.62,-93.39,-93.39,0.75
-80.79,-74.48,133.5,-98.55,-49.27,170.17,-60.73,-70.47,91.67,91.67,0,-24.06,0,-110.58,-34.38,117.46,108.29,-111.73,-58.44,138.66,-142.09,-128.34,-49.85,-115.74,150.11,-71.62,-93.39,-93.39,0.75
-81.36,-74.48,134.07,-98.55,-48.7,170.74,-60.73,-70.47,91.67,91.67,0,-23.49,0,-110.58,-34.38,117.46,108.86,-112.3,-58.44,139.23,-142.09,-128.34,-49.27,-115.74,149.54,-71.62,-92.82,-92.82,0.75
-81.36,-74.48,134.07,-98.55,-48.7,170.74,-60.73,-69.9,91.67,91.67,0,-22.92,0,-111.15,-33.8,118.03,108.86,-112.87,-57.87,139.8,-142.67,-127.77,-48.7,-115.16,149.54,-71.62,-92.82,-92.82,0.75
-81.93,-74.48,134.65,-97.98,-48.13,170.74,-60.16,-69.9,91.67,91.67,0,-22.35,0,-111.15,-33.8,118.03,108.86,-112.87,-57.87,140.37,-142.67,-127.77,-48.13,-114.59,149.54,-71.62,-92.25,-92.25,0.75
-81.93,-73.91,135.22,-97.98,-48.13,170.74,-60.16,-69.9,91.67,91.67,0,-21.77,0,-111.73,-33.23,118.6,109.43,-113.45,-57.87,140.37,-143.24,-127.77,-48.13,-114.59,149.54,-71.62,-92.25,-92.25,0.75
-82.51,-73.91,135.79,-97.98,-47.56,170.74,-59.59,-69.33,91.67,91.67,0,-21.2,0,-111.73,-33.23,118.6,109.43,-113.45,-57.3,140.95,-143.24,-127.2,-47.56,-114.02,148.97,-71.62,-91.67,-91.67,0.75
-82.51,-73.91,136.36,-97.98,-47.56,170.74,-59.59,-69.33,91.1,91.1,0,-20.63,0,-112.3,-32.66,119.18,109.43,-114.02,-57.3,141.52,-143.81,-127.2,-46.98,-113.45,148.97,-71.62,-91.1,-91.1,0.75
-83.08,-73.91,136.94,-97.98,-46.98,171.31,-59.01,-68.75,91.1,91.1,0,-20.05,0,-112.87,-32.66,119.75,110.01,-114.02,-57.3,142.09,-143.81,-127.2,-46.41,-112.3,148.97,-71.62,-91.1,-91.1,0.75
-83.08,-73.34,136.94,-97.4,-46.98,171.31,-58.44,-68.75,90.53,90.53,0,-19.48,0,-112.87,-32.09,119.75,110.01,-114.59,-56.72,142.67,-144.39,-126.62,-46.41,-111.73,148.97,-71.62,-90.53,-90.53,0.75
-83.08,-73.34,137.51,-97.4,-46.41,171.31,-57.87,-68.75,89.95,90.53,0,-18.91,-0.57,-113.45,-32.09,120.32,110.58,-114.59,-56.72,142.67,-144.39,-126.62,-45.84,-111.15,148.4,-71.62,-90.53,-90.53,0.75
-83.65,-73.34,138.08,-97.4,-46.41,171.31,-57.3,-68.18,89.95,89.95,0,-18.33,-0.57,-113.45,-32.09,120.32,110.58,-114.59,-56.72,143.24,-144.96,-126.62,-45.26,-110.58,148.4,-71.62,-89.95,-89.95,0.75
-83.65,-73.34,138.66,-96.83,-45.84,171.31,-56.72,-68.18,89.38,89.38,0,-17.76,-0.57,-114.02,-31.51,120.89,111.15,-114.59,-56.72,143.81,-144.96,-126.62,-45.26,-110.01,148.4,-71.62,-89.38,-89.38,0.75
-84.22,-72.77,138.66,-96.83,-45.84,171.31,-56.72,-67.61,89.38,89.38,0,-17.19,-0.57,-114.02,-31.51,121.47,111.15,-115.16,-56.15,143.81,-144.96,-126.05,-44.69,-109.43,147.82,-72.19,-89.38,-89.38,0.75
-84.22,-72.77,139.23,-96.83,-45.26,171.31,-56.15,-67.61,88.81,88.81,0,-16.62,-0.57,-114.59,-30.94,121.47,111.73,-115.16,-56.15,144.39,-145.53,-126.05,-44.12,-108.86,147.82,-72.19,-88.81,-88.81,0.75
-84.22,-72.77,139.8,-96.83,-45.26,171.89,-55.58,-67.61,88.81,88.81,0,-16.04,-0.57,-114.59,-30.94,122.04,111.73,-115.16,-56.15,144.39,-145.53,-126.05,-44.12,-108.29,147.82,-72.19,-88.81,-88.81,0.75
-84.8,-72.19,139.8,-96.26,-44.69,171.89,-55,-67.04,88.81,88.81,0,-15.47,-0.57,-115.16,-30.37,122.04,111.73,-115.74,-55.58,144.96,-145.53,-126.05,-43.54,-107.72,147.82,-72.19,-88.24,-88.24,0.75
-84.8,-72.19,140.37,-96.26,-44.69,171.89,-55,-67.04,88.24,88.24,0,-14.9,-0.57,-115.16,-30.37,122.61,112.3,-115.74,-55.58,145.53,-145.53,-125.48,-42.97,-107.14,147.25,-72.19,-88.24,-88.24,0.75
-84.8,-72.19,140.95,-96.26,-44.12,171.89,-54.43,-66.46,88.24,88.24,0,-14.9,-0.57,-115.74,-29.79,122.61,112.3,-115.74,-55.58,145.53,-146.1,-125.48,-42.97,-106.57,147.25,-72.19,-87.66,-87.66,0.75
-85.37,-72.19,140.95,-96.26,-44.12,171.89,-53.86,-66.46,88.24,88.24,0,-14.32,-0.57,-115.74,-29.79,123.19,112.87,-115.74,-55,146.1,-146.1,-125.48,-42.4,-106,147.25,-72.19,-87.66,-87.66,0.75
-85.37,-71.62,141.52,-95.68,-43.54,171.89,-53.86,-66.46,87.66,87.66,0,-13.75,-1.15,-116.31,-29.79,123.76,112.87,-115.74,-55,146.1,-146.1,-124.9,-42.4,-105.42,147.25,-72.77,-87.66,-87.09,0.75
-85.37,-71.62,142.09,-95.68,-43.54,171.89,-53.29,-65.89,87.66,87.66,0,-13.18,-1.15,-116.31,-29.22,123.76,113.45,-115.74,-55,146.68,-146.68,-124.9,-41.83,-104.85,147.25,-72.77,-87.09,-87.09,0.75
-85.37,-71.62,142.09,-95.68,-42.97,172.46,-53.29,-65.89,87.66,87.66,0,-12.61,-1.15,-116.88,-29.22,124.33,113.45,-116.31,-55,146.68,-146.68,-124.9,-41.83,-104.28,147.25,-72.77,-87.09,-86.52,0.75
-85.94,-71.05,142.67,-95.11,-42.97,172.46,-52.71,-65.32,87.66,87.66,0,-12.03,-1.15,-116.88,-28.65,124.33,113.45,-116.31,-54.43,147.25,-146.68,-124.9,-41.25,-103.71,147.25,-72.77,-86.52,-86.52,0.75
-85.94,-71.05,142.67,-95.11,-42.4,172.46,-52.14,-65.32,87.09,87.09,0,-11.46,-1.15,-117.46,-28.65,124.9,114.02,-116.31,-54.43,147.25,-146.68,-124.33,-41.25,-103.13,146.68,-72.77,-86.52,-86.52,0.75
-85.94,-71.05,143.24,-95.11,-42.4,172.46,-52.14,-64.74,87.09,87.09,0,-10.89,-1.72,-117.46,-28.07,124.9,114.02,-116.31,-54.43,147.82,-147.25,-124.33,-41.25,-102.56,146.68,-72.77,-86.52,-85.94,0.75
-85.94,-71.05,143.24,-95.11,-41.83,172.46,-51.57,-64.74,87.09,87.09,0,-10.31,-1.72,-118.03,-28.07,125.48,114.59,-116.31,-54.43,147.82,-147.25,-124.33,-40.68,-101.99,146.68,-72.77,-85.94,-85.94,0.75
-86.52,-70.47,143.81,-94.54,-41.83,172.46,-50.99,-64.74,86.52,86.52,0.57,-9.74,-1.72,-118.03,-27.5,126.05,114.59,-116.31,-53.86,147.82,-147.25,-124.33,-40.68,-101.41,146.68,-73.34,-85.94,-85.94,0.75
-86.52,-70.47,143.81,-94.54,-41.83,172.46,-50.99,-64.17,86.52,86.52,0.57,-9.17,-1.72,-118.6,-27.5,126.05,115.16,-115.74,-53.86,147.82,-147.82,-124.33,-40.11,-100.27,146.68,-73.34,-85.37,-85.37,0.75
-86.52,-69.9,144.39,-94.54,-41.25,173.03,-50.42,-64.17,85.94,85.94,0.57,-8.59,-2.29,-118.6,-26.93,126.62,115.16,-115.74,-53.86,147.82,-147.82,-124.33,-40.11,-99.69,146.68,-73.34,-85.37,-85.37,0.75
-86.52,-69.9,144.39,-93.97,-41.25,173.03,-49.85,-63.6,85.94,85.94,0.57,-8.02,-2.29,-119.18,-26.93,126.62,115.74,-115.74,-53.86,147.82,-147.82,-124.33,-40.11,-98.55,146.68,-73.34,-85.37,-85.37,0.75
-86.52,-69.9,144.96,-93.97,-40.68,173.03,-49.27,-63.03,85.94,85.94,0.57,-7.45,-2.29,-119.18,-26.93,127.2,115.74,-115.16,-53.86,147.82,-147.82,-124.33,-40.11,-97.98,146.68,-73.91,-84.8,-84.8,0.75
-86.52,-69.33,144.96,-93.39,-40.68,173.03,-48.7,-63.03,85.37,85.37,0.57,-6.88,-2.86,-119.75,-26.36,127.2,116.31,-115.16,-53.86,147.82,-148.4,-124.33,-39.53,-97.4,146.68,-73.91,-84.8,-84.8,0.75
-86.52,-69.33,144.96,-93.39,-40.11,173.03,-48.13,-62.45,85.37,85.37,0.57,-6.3,-2.86,-119.75,-26.36,127.77,116.31,-115.16,-53.29,147.82,-148.4,-124.33,-39.53,-96.26,146.1,-73.91,-84.8,-84.8,0.75
-87.09,-69.33,145.53,-93.39,-40.11,173.03,-47.56,-62.45,84.8,84.8,0.57,-5.73,-2.86,-120.32,-25.78,128.34,116.88,-114.59,-53.29,147.82,-148.4,-124.33,-39.53,-95.68,146.68,-74.48,-84.8,-84.8,0.75
-87.09,-68.75,145.53,-92.82,-39.53,173.03,-47.56,-61.88,84.8,84.8,0.57,-5.73,-3.44,-120.32,-25.78,128.34,116.88,-114.59,-53.29,147.82,-148.97,-124.33,-39.53,-95.11,146.68,-74.48,-84.8,-84.8,0.75
-87.09,-68.75,146.1,-92.82,-39.53,173.03,-46.98,-61.88,84.8,84.8,0,-5.16,-3.44,-120.89,-25.21,128.92,117.46,-114.02,-53.29,147.82,-148.97,-124.9,-38.96,-93.97,146.68,-74.48,-84.22,-84.22,0.75
-87.09,-68.18,146.1,-92.82,-38.96,173.03,-46.41,-61.31,84.22,84.22,0,-4.58,-4.01,-120.89,-25.21,128.92,117.46,-114.02,-53.29,147.82,-148.97,-124.9,-38.96,-93.39,146.68,-75.06,-84.22,-84.22,0.75
-87.09,-68.18,146.1,-92.25,-38.96,173.03,-45.84,-61.31,84.22,84.22,0,-4.01,-4.01,-121.47,-24.64,129.49,118.03,-114.02,-53.29,147.82,-149.54,-124.9,-38.96,-92.82,146.68,-75.06,-84.22,-84.22,0.75
-87.09,-68.18,146.68,-92.25,-38.39,173.03,-45.84,-60.73,84.22,84.22,0,-3.44,-4.58,-121.47,-24.64,129.49,118.03,-113.45,-52.71,147.82,-149.54,-124.9,-38.96,-92.25,146.68,-75.06,-84.22,-84.22,0.75
-87.09,-67.61,146.68,-92.25,-38.39,173.03,-45.26,-60.73,83.65,83.65,0,-2.86,-4.58,-122.04,-24.06,130.06,118.6,-113.45,-52.71,147.82,-149.54,-124.9,-38.96,-91.1,146.68,-75.06,-84.22,-84.22,0.75
-87.09,-67.61,146.68,-91.67,-37.82,173.03,-44.69,-60.16,83.65,83.65,0,-2.29,-5.16,-122.04,-24.06,130.06,118.6,-113.45,-52.71,147.82,-150.11,-124.9,-38.39,-90.53,146.68,-75.63,-84.22,-84.22,0.75
-87.09,-67.61,146.68,-91.67,-37.82,173.03,-44.69,-59.59,83.65,83.65,0,-2.29,-5.16,-122.61,-23.49,130.63,118.6,-112.87,-52.71,147.82,-150.11,-124.9,-38.39,-89.95,147.25,-75.63,-84.8,-84.8,0.75
-87.09,-67.04,147.25,-91.1,-37.24,173.03,-44.12,-59.59,83.65,83.65,0,-1.72,-5.16,-122.61,-23.49,130.63,119.18,-112.87,-52.71,147.82,-150.69,-124.9,-38.39,-89.38,147.25,-75.63,-84.8,-84.8,0.75
-87.09,-67.04,147.25,-91.1,-37.24,173.03,-43.54,-59.01,83.65,83.65,-0.57,-1.15,-5.73,-122.61,-22.92,131.21,119.18,-112.87,-52.71,147.82,-150.69,-124.9,-38.39,-88.81,147.82,-76.2,-84.8,-84.22,0.75
-87.09,-66.46,147.25,-91.1,-36.67,173.03,-43.54,-59.01,83.65,83.65,-0.57,-0.57,-5.73,-123.19,-22.92,131.21,119.75,-112.3,-52.14,147.82,-150.69,-124.9,-38.39,-88.24,147.82,-76.2,-84.8,-84.22,0.75
-87.09,-66.46,147.82,-90.53,-36.67,173.03,-42.97,-58.44,83.65,83.65,-0.57,-0.57,-6.3,-123.19,-22.35,131.78,119.75,-112.3,-52.14,147.82,-151.26,-124.9,-38.39,-87.09,147.82,-76.2,-84.8,-84.8,0.75
-87.09,-65.89,147.82,-90.53,-36.1,173.03,-42.97,-58.44,83.65,83.65,-0.57,0,-6.3,-123.76,-22.35,131.78,120.32,-111.73,-52.14,147.82,-151.26,-125.48,-38.39,-86.52,147.82,-76.78,-84.8,-84.8,0.75
-87.09,-65.89,147.82,-90.53,-36.1,173.03,-42.4,-58.44,83.65,83.65,-0.57,0.57,-6.88,-123.76,-21.77,132.35,120.32,-111.73,-52.14,147.82,-151.83,-125.48,-37.82,-85.37,148.4,-76.78,-85.37,-84.8,0.75
-87.09,-65.89,147.82,-89.95,-36.1,173.03,-42.4,-57.87,83.65,83.65,-0.57,0.57,-7.45,-124.33,-21.77,132.93,120.89,-111.15,-52.14,147.25,-151.83,-125.48,-37.82,-84.8,148.4,-77.35,-85.37,-85.37,0.75
-87.09,-65.32,148.4,-89.95,-35.52,173.03,-41.83,-57.87,83.65,83.65,-0.57,1.15,-7.45,-124.33,-21.2,132.93,120.89,-110.58,-52.14,147.25,-152.41,-126.05,-37.82,-84.22,148.4,-77.35,-85.37,-85.37,0.75
-87.09,-65.32,148.4,-89.38,-35.52,173.03,-41.83,-57.3,83.65,83.65,-0.57,1.15,-8.02,-124.9,-21.2,133.5,121.47,-110.58,-52.14,147.25,-152.41,-126.05,-37.82,-83.08,148.97,-77.92,-85.94,-85.94,0.75
-87.09,-64.74,148.4,-89.38,-34.95,173.03,-41.25,-57.3,83.65,83.65,-0.57,1.72,-8.02,-124.9,-20.63,133.5,121.47,-110.01,-52.14,146.68,-152.98,-126.62,-37.82,-82.51,149.54,-77.92,-85.94,-85.94,0.75
-87.09,-64.17,148.4,-88.81,-34.95,173.03,-40.68,-57.3,83.65,83.65,-0.57,1.72,-8.02,-125.48,-20.05,134.07,122.04,-109.43,-51.57,146.68,-153.55,-126.62,-37.82,-81.36,149.54,-78.5,-86.52,-86.52,0.75
-87.09,-64.17,148.97,-88.81,-34.38,173.03,-40.68,-56.72,83.65,83.65,-0.57,1.72,-8.59,-125.48,-20.05,134.07,122.04,-109.43,-51.57,146.68,-153.55,-126.62,-37.82,-80.79,150.11,-78.5,-87.09,-87.09,0.75
-87.09,-63.6,148.97,-88.81,-34.38,173.03,-40.11,-56.72,83.65,83.65,-0.57,2.29,-8.59,-126.05,-19.48,134.65,122.61,-108.86,-51.57,146.68,-154.13,-127.2,-37.82,-80.21,150.69,-79.07,-87.66,-87.66,0.75
-87.09,-63.6,148.97,-88.24,-33.8,173.03,-40.11,-56.72,83.65,83.65,-0.57,2.29,-9.17,-126.05,-19.48,134.65,122.61,-108.29,-51.57,146.1,-154.13,-127.2,-37.82,-79.07,151.26,-79.07,-88.24,-88.24,0.75
-87.09,-63.03,148.97,-88.24,-33.8,173.03,-39.53,-56.15,83.65,83.65,-0.57,2.86,-9.17,-126.62,-18.91,135.22,122.61,-108.29,-51.57,146.1,-154.7,-127.77,-37.82,-78.5,152.41,-79.64,-88.81,-88.81,0.75
-87.09,-63.03,149.54,-87.66,-33.23,173.03,-39.53,-56.15,83.65,83.65,-1.15,2.86,-9.74,-126.62,-18.33,135.22,123.19,-107.72,-51.57,146.1,-155.27,-127.77,-37.82,-77.35,152.98,-79.64,-89.38,-89.38,0.75
-87.09,-62.45,149.54,-87.66,-33.23,173.03,-39.53,-55.58,83.65,83.65,-1.15,2.86,-9.74,-127.2,-18.33,135.79,123.19,-107.72,-51.57,146.1,-155.27,-127.77,-37.82,-76.78,154.13,-80.21,-90.53,-90.53,0.75
